load3,load2,load1,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13
4220,2110,1406.666667,2210,1556.666667,2210,2110,1406.666667,2210,1556.666667,1406.666667,2210,1556.666667
4085,2042.5,1361.666667,2142.5,1511.666667,2142.5,2042.5,1361.666667,2142.5,1511.666667,1361.666667,2142.5,1511.666667
3950,1975,1316.666667,2075,1466.666667,2075,1975,1316.666667,2075,1466.666667,1316.666667,2075,1466.666667
3935,1967.5,1311.666667,2067.5,1461.666667,2067.5,1967.5,1311.666667,2067.5,1461.666667,1311.666667,2067.5,1461.666667
3920,1960,1306.666667,2060,1456.666667,2060,1960,1306.666667,2060,1456.666667,1306.666667,2060,1456.666667
3945,1972.5,1315,2072.5,1465,2072.5,1972.5,1315,2072.5,1465,1315,2072.5,1465
3970,1985,1323.333333,2085,1473.333333,2085,1985,1323.333333,2085,1473.333333,1323.333333,2085,1473.333333
3980,1990,1326.666667,2090,1476.666667,2090,1990,1326.666667,2090,1476.666667,1326.666667,2090,1476.666667
3990,1995,1330,2095,1480,2095,1995,1330,2095,1480,1330,2095,1480
3900,1950,1300,2050,1450,2050,1950,1300,2050,1450,1300,2050,1450
3810,1905,1270,2005,1420,2005,1905,1270,2005,1420,1270,2005,1420
3780,1890,1260,1990,1410,1990,1890,1260,1990,1410,1260,1990,1410
3750,1875,1250,1975,1400,1975,1875,1250,1975,1400,1250,1975,1400
3755,1877.5,1251.666667,1977.5,1401.666667,1977.5,1877.5,1251.666667,1977.5,1401.666667,1251.666667,1977.5,1401.666667
3760,1880,1253.333333,1980,1403.333333,1980,1880,1253.333333,1980,1403.333333,1253.333333,1980,1403.333333
3735,1867.5,1245,1967.5,1395,1967.5,1867.5,1245,1967.5,1395,1245,1967.5,1395
3710,1855,1236.666667,1955,1386.666667,1955,1855,1236.666667,1955,1386.666667,1236.666667,1955,1386.666667
3655,1827.5,1218.333333,1927.5,1368.333333,1927.5,1827.5,1218.333333,1927.5,1368.333333,1218.333333,1927.5,1368.333333
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3605,1802.5,1201.666667,1902.5,1351.666667,1902.5,1802.5,1201.666667,1902.5,1351.666667,1201.666667,1902.5,1351.666667
3610,1805,1203.333333,1905,1353.333333,1905,1805,1203.333333,1905,1353.333333,1203.333333,1905,1353.333333
3610,1805,1203.333333,1905,1353.333333,1905,1805,1203.333333,1905,1353.333333,1203.333333,1905,1353.333333
3610,1805,1203.333333,1905,1353.333333,1905,1805,1203.333333,1905,1353.333333,1203.333333,1905,1353.333333
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3590,1795,1196.666667,1895,1346.666667,1895,1795,1196.666667,1895,1346.666667,1196.666667,1895,1346.666667
3590,1795,1196.666667,1895,1346.666667,1895,1795,1196.666667,1895,1346.666667,1196.666667,1895,1346.666667
3590,1795,1196.666667,1895,1346.666667,1895,1795,1196.666667,1895,1346.666667,1196.666667,1895,1346.666667
3630,1815,1210,1915,1360,1915,1815,1210,1915,1360,1210,1915,1360
3670,1835,1223.333333,1935,1373.333333,1935,1835,1223.333333,1935,1373.333333,1223.333333,1935,1373.333333
3700,1850,1233.333333,1950,1383.333333,1950,1850,1233.333333,1950,1383.333333,1233.333333,1950,1383.333333
3730,1865,1243.333333,1965,1393.333333,1965,1865,1243.333333,1965,1393.333333,1243.333333,1965,1393.333333
3740,1870,1246.666667,1970,1396.666667,1970,1870,1246.666667,1970,1396.666667,1246.666667,1970,1396.666667
3750,1875,1250,1975,1400,1975,1875,1250,1975,1400,1250,1975,1400
3785,1892.5,1261.666667,1992.5,1411.666667,1992.5,1892.5,1261.666667,1992.5,1411.666667,1261.666667,1992.5,1411.666667
3820,1910,1273.333333,2010,1423.333333,2010,1910,1273.333333,2010,1423.333333,1273.333333,2010,1423.333333
3185,1592.5,1061.666667,1692.5,1211.666667,1692.5,1592.5,1061.666667,1692.5,1211.666667,1061.666667,1692.5,1211.666667
2550,1275,850,1375,1000,1375,1275,850,1375,1000,850,1375,1000
1865,932.5,621.6666667,1032.5,771.6666667,1032.5,932.5,621.6666667,1032.5,771.6666667,621.6666667,1032.5,771.6666667
1180,590,393.3333333,690,543.3333333,690,590,393.3333333,690,543.3333333,393.3333333,690,543.3333333
1175,587.5,391.6666667,687.5,541.6666667,687.5,587.5,391.6666667,687.5,541.6666667,391.6666667,687.5,541.6666667
1170,585,390,685,540,685,585,390,685,540,390,685,540
1170,585,390,685,540,685,585,390,685,540,390,685,540
1170,585,390,685,540,685,585,390,685,540,390,685,540
1165,582.5,388.3333333,682.5,538.3333333,682.5,582.5,388.3333333,682.5,538.3333333,388.3333333,682.5,538.3333333
1160,580,386.6666667,680,536.6666667,680,580,386.6666667,680,536.6666667,386.6666667,680,536.6666667
1130,565,376.6666667,665,526.6666667,665,565,376.6666667,665,526.6666667,376.6666667,665,526.6666667
1100,550,366.6666667,650,516.6666667,650,550,366.6666667,650,516.6666667,366.6666667,650,516.6666667
3530,1765,1176.666667,1865,1326.666667,1865,1765,1176.666667,1865,1326.666667,1176.666667,1865,1326.666667
5960,2980,1986.666667,3080,2136.666667,3080,2980,1986.666667,3080,2136.666667,1986.666667,3080,2136.666667
5965,2982.5,1988.333333,3082.5,2138.333333,3082.5,2982.5,1988.333333,3082.5,2138.333333,1988.333333,3082.5,2138.333333
5970,2985,1990,3085,2140,3085,2985,1990,3085,2140,1990,3085,2140
5360,2680,1786.666667,2780,1936.666667,2780,2680,1786.666667,2780,1936.666667,1786.666667,2780,1936.666667
4750,2375,1583.333333,2475,1733.333333,2475,2375,1583.333333,2475,1733.333333,1583.333333,2475,1733.333333
2895,1447.5,965,1547.5,1115,1547.5,1447.5,965,1547.5,1115,965,1547.5,1115
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1035,517.5,345,617.5,495,617.5,517.5,345,617.5,495,345,617.5,495
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1095,547.5,365,647.5,515,647.5,547.5,365,647.5,515,365,647.5,515
1160,580,386.6666667,680,536.6666667,680,580,386.6666667,680,536.6666667,386.6666667,680,536.6666667
1190,595,396.6666667,695,546.6666667,695,595,396.6666667,695,546.6666667,396.6666667,695,546.6666667
1220,610,406.6666667,710,556.6666667,710,610,406.6666667,710,556.6666667,406.6666667,710,556.6666667
1190,595,396.6666667,695,546.6666667,695,595,396.6666667,695,546.6666667,396.6666667,695,546.6666667
1160,580,386.6666667,680,536.6666667,680,580,386.6666667,680,536.6666667,386.6666667,680,536.6666667
1110,555,370,655,520,655,555,370,655,520,370,655,520
1060,530,353.3333333,630,503.3333333,630,530,353.3333333,630,503.3333333,353.3333333,630,503.3333333
1055,527.5,351.6666667,627.5,501.6666667,627.5,527.5,351.6666667,627.5,501.6666667,351.6666667,627.5,501.6666667
1050,525,350,625,500,625,525,350,625,500,350,625,500
1115,557.5,371.6666667,657.5,521.6666667,657.5,557.5,371.6666667,657.5,521.6666667,371.6666667,657.5,521.6666667
1180,590,393.3333333,690,543.3333333,690,590,393.3333333,690,543.3333333,393.3333333,690,543.3333333
1130,565,376.6666667,665,526.6666667,665,565,376.6666667,665,526.6666667,376.6666667,665,526.6666667
1080,540,360,640,510,640,540,360,640,510,360,640,510
1065,532.5,355,632.5,505,632.5,532.5,355,632.5,505,355,632.5,505
1050,525,350,625,500,625,525,350,625,500,350,625,500
1045,522.5,348.3333333,622.5,498.3333333,622.5,522.5,348.3333333,622.5,498.3333333,348.3333333,622.5,498.3333333
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1040,520,346.6666667,620,496.6666667,620,520,346.6666667,620,496.6666667,346.6666667,620,496.6666667
1035,517.5,345,617.5,495,617.5,517.5,345,617.5,495,345,617.5,495
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1005,502.5,335,602.5,485,602.5,502.5,335,602.5,485,335,602.5,485
980,490,326.6666667,590,476.6666667,590,490,326.6666667,590,476.6666667,326.6666667,590,476.6666667
980,490,326.6666667,590,476.6666667,590,490,326.6666667,590,476.6666667,326.6666667,590,476.6666667
980,490,326.6666667,590,476.6666667,590,490,326.6666667,590,476.6666667,326.6666667,590,476.6666667
960,480,320,580,470,580,480,320,580,470,320,580,470
940,470,313.3333333,570,463.3333333,570,470,313.3333333,570,463.3333333,313.3333333,570,463.3333333
930,465,310,565,460,565,465,310,565,460,310,565,460
920,460,306.6666667,560,456.6666667,560,460,306.6666667,560,456.6666667,306.6666667,560,456.6666667
920,460,306.6666667,560,456.6666667,560,460,306.6666667,560,456.6666667,306.6666667,560,456.6666667
920,460,306.6666667,560,456.6666667,560,460,306.6666667,560,456.6666667,306.6666667,560,456.6666667
975,487.5,325,587.5,475,587.5,487.5,325,587.5,475,325,587.5,475
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
1045,522.5,348.3333333,622.5,498.3333333,622.5,522.5,348.3333333,622.5,498.3333333,348.3333333,622.5,498.3333333
1060,530,353.3333333,630,503.3333333,630,530,353.3333333,630,503.3333333,353.3333333,630,503.3333333
1060,530,353.3333333,630,503.3333333,630,530,353.3333333,630,503.3333333,353.3333333,630,503.3333333
1060,530,353.3333333,630,503.3333333,630,530,353.3333333,630,503.3333333,353.3333333,630,503.3333333
1115,557.5,371.6666667,657.5,521.6666667,657.5,557.5,371.6666667,657.5,521.6666667,371.6666667,657.5,521.6666667
1170,585,390,685,540,685,585,390,685,540,390,685,540
1160,580,386.6666667,680,536.6666667,680,580,386.6666667,680,536.6666667,386.6666667,680,536.6666667
1150,575,383.3333333,675,533.3333333,675,575,383.3333333,675,533.3333333,383.3333333,675,533.3333333
1150,575,383.3333333,675,533.3333333,675,575,383.3333333,675,533.3333333,383.3333333,675,533.3333333
1150,575,383.3333333,675,533.3333333,675,575,383.3333333,675,533.3333333,383.3333333,675,533.3333333
1180,590,393.3333333,690,543.3333333,690,590,393.3333333,690,543.3333333,393.3333333,690,543.3333333
1210,605,403.3333333,705,553.3333333,705,605,403.3333333,705,553.3333333,403.3333333,705,553.3333333
1395,697.5,465,797.5,615,797.5,697.5,465,797.5,615,465,797.5,615
1580,790,526.6666667,890,676.6666667,890,790,526.6666667,890,676.6666667,526.6666667,890,676.6666667
2270,1135,756.6666667,1235,906.6666667,1235,1135,756.6666667,1235,906.6666667,756.6666667,1235,906.6666667
2960,1480,986.6666667,1580,1136.666667,1580,1480,986.6666667,1580,1136.666667,986.6666667,1580,1136.666667
2965,1482.5,988.3333333,1582.5,1138.333333,1582.5,1482.5,988.3333333,1582.5,1138.333333,988.3333333,1582.5,1138.333333
2970,1485,990,1585,1140,1585,1485,990,1585,1140,990,1585,1140
3000,1500,1000,1600,1150,1600,1500,1000,1600,1150,1000,1600,1150
3030,1515,1010,1615,1160,1615,1515,1010,1615,1160,1010,1615,1160
3010,1505,1003.333333,1605,1153.333333,1605,1505,1003.333333,1605,1153.333333,1003.333333,1605,1153.333333
2990,1495,996.6666667,1595,1146.666667,1595,1495,996.6666667,1595,1146.666667,996.6666667,1595,1146.666667
2965,1482.5,988.3333333,1582.5,1138.333333,1582.5,1482.5,988.3333333,1582.5,1138.333333,988.3333333,1582.5,1138.333333
2940,1470,980,1570,1130,1570,1470,980,1570,1130,980,1570,1130
2920,1460,973.3333333,1560,1123.333333,1560,1460,973.3333333,1560,1123.333333,973.3333333,1560,1123.333333
2900,1450,966.6666667,1550,1116.666667,1550,1450,966.6666667,1550,1116.666667,966.6666667,1550,1116.666667
2900,1450,966.6666667,1550,1116.666667,1550,1450,966.6666667,1550,1116.666667,966.6666667,1550,1116.666667
2900,1450,966.6666667,1550,1116.666667,1550,1450,966.6666667,1550,1116.666667,966.6666667,1550,1116.666667
3180,1590,1060,1690,1210,1690,1590,1060,1690,1210,1060,1690,1210
3460,1730,1153.333333,1830,1303.333333,1830,1730,1153.333333,1830,1303.333333,1153.333333,1830,1303.333333
3515,1757.5,1171.666667,1857.5,1321.666667,1857.5,1757.5,1171.666667,1857.5,1321.666667,1171.666667,1857.5,1321.666667
3570,1785,1190,1885,1340,1885,1785,1190,1885,1340,1190,1885,1340
3575,1787.5,1191.666667,1887.5,1341.666667,1887.5,1787.5,1191.666667,1887.5,1341.666667,1191.666667,1887.5,1341.666667
3580,1790,1193.333333,1890,1343.333333,1890,1790,1193.333333,1890,1343.333333,1193.333333,1890,1343.333333
3580,1790,1193.333333,1890,1343.333333,1890,1790,1193.333333,1890,1343.333333,1193.333333,1890,1343.333333
3580,1790,1193.333333,1890,1343.333333,1890,1790,1193.333333,1890,1343.333333,1193.333333,1890,1343.333333
3590,1795,1196.666667,1895,1346.666667,1895,1795,1196.666667,1895,1346.666667,1196.666667,1895,1346.666667
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
3590,1795,1196.666667,1895,1346.666667,1895,1795,1196.666667,1895,1346.666667,1196.666667,1895,1346.666667
3580,1790,1193.333333,1890,1343.333333,1890,1790,1193.333333,1890,1343.333333,1193.333333,1890,1343.333333
3635,1817.5,1211.666667,1917.5,1361.666667,1917.5,1817.5,1211.666667,1917.5,1361.666667,1211.666667,1917.5,1361.666667
3690,1845,1230,1945,1380,1945,1845,1230,1945,1380,1230,1945,1380
3730,1865,1243.333333,1965,1393.333333,1965,1865,1243.333333,1965,1393.333333,1243.333333,1965,1393.333333
3770,1885,1256.666667,1985,1406.666667,1985,1885,1256.666667,1985,1406.666667,1256.666667,1985,1406.666667
3780,1890,1260,1990,1410,1990,1890,1260,1990,1410,1260,1990,1410
3790,1895,1263.333333,1995,1413.333333,1995,1895,1263.333333,1995,1413.333333,1263.333333,1995,1413.333333
3700,1850,1233.333333,1950,1383.333333,1950,1850,1233.333333,1950,1383.333333,1233.333333,1950,1383.333333
3610,1805,1203.333333,1905,1353.333333,1905,1805,1203.333333,1905,1353.333333,1203.333333,1905,1353.333333
3655,1827.5,1218.333333,1927.5,1368.333333,1927.5,1827.5,1218.333333,1927.5,1368.333333,1218.333333,1927.5,1368.333333
3700,1850,1233.333333,1950,1383.333333,1950,1850,1233.333333,1950,1383.333333,1233.333333,1950,1383.333333
3895,1947.5,1298.333333,2047.5,1448.333333,2047.5,1947.5,1298.333333,2047.5,1448.333333,1298.333333,2047.5,1448.333333
4090,2045,1363.333333,2145,1513.333333,2145,2045,1363.333333,2145,1513.333333,1363.333333,2145,1513.333333
3980,1990,1326.666667,2090,1476.666667,2090,1990,1326.666667,2090,1476.666667,1326.666667,2090,1476.666667
3870,1935,1290,2035,1440,2035,1935,1290,2035,1440,1290,2035,1440
3855,1927.5,1285,2027.5,1435,2027.5,1927.5,1285,2027.5,1435,1285,2027.5,1435
3840,1920,1280,2020,1430,2020,1920,1280,2020,1430,1280,2020,1430
3905,1952.5,1301.666667,2052.5,1451.666667,2052.5,1952.5,1301.666667,2052.5,1451.666667,1301.666667,2052.5,1451.666667
3970,1985,1323.333333,2085,1473.333333,2085,1985,1323.333333,2085,1473.333333,1323.333333,2085,1473.333333
3885,1942.5,1295,2042.5,1445,2042.5,1942.5,1295,2042.5,1445,1295,2042.5,1445
3800,1900,1266.666667,2000,1416.666667,2000,1900,1266.666667,2000,1416.666667,1266.666667,2000,1416.666667
3825,1912.5,1275,2012.5,1425,2012.5,1912.5,1275,2012.5,1425,1275,2012.5,1425
3850,1925,1283.333333,2025,1433.333333,2025,1925,1283.333333,2025,1433.333333,1283.333333,2025,1433.333333
3900,1950,1300,2050,1450,2050,1950,1300,2050,1450,1300,2050,1450
3950,1975,1316.666667,2075,1466.666667,2075,1975,1316.666667,2075,1466.666667,1316.666667,2075,1466.666667
3850,1925,1283.333333,2025,1433.333333,2025,1925,1283.333333,2025,1433.333333,1283.333333,2025,1433.333333
3750,1875,1250,1975,1400,1975,1875,1250,1975,1400,1250,1975,1400
3730,1865,1243.333333,1965,1393.333333,1965,1865,1243.333333,1965,1393.333333,1243.333333,1965,1393.333333
3710,1855,1236.666667,1955,1386.666667,1955,1855,1236.666667,1955,1386.666667,1236.666667,1955,1386.666667
3670,1835,1223.333333,1935,1373.333333,1935,1835,1223.333333,1935,1373.333333,1223.333333,1935,1373.333333
3630,1815,1210,1915,1360,1915,1815,1210,1915,1360,1210,1915,1360
3615,1807.5,1205,1907.5,1355,1907.5,1807.5,1205,1907.5,1355,1205,1907.5,1355
3600,1800,1200,1900,1350,1900,1800,1200,1900,1350,1200,1900,1350
2295,1147.5,765,1247.5,915,1247.5,1147.5,765,1247.5,915,765,1247.5,915
990,495,330,595,480,595,495,330,595,480,330,595,480
955,477.5,318.3333333,577.5,468.3333333,577.5,477.5,318.3333333,577.5,468.3333333,318.3333333,577.5,468.3333333
920,460,306.6666667,560,456.6666667,560,460,306.6666667,560,456.6666667,306.6666667,560,456.6666667
3405,1702.5,1135,1802.5,1285,1802.5,1702.5,1135,1802.5,1285,1135,1802.5,1285
5890,2945,1963.333333,3045,2113.333333,3045,2945,1963.333333,3045,2113.333333,1963.333333,3045,2113.333333
5825,2912.5,1941.666667,3012.5,2091.666667,3012.5,2912.5,1941.666667,3012.5,2091.666667,1941.666667,3012.5,2091.666667
5760,2880,1920,2980,2070,2980,2880,1920,2980,2070,1920,2980,2070
5110,2555,1703.333333,2655,1853.333333,2655,2555,1703.333333,2655,1853.333333,1703.333333,2655,1853.333333
4460,2230,1486.666667,2330,1636.666667,2330,2230,1486.666667,2330,1636.666667,1486.666667,2330,1636.666667
2640,1320,880,1420,1030,1420,1320,880,1420,1030,880,1420,1030
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
915,457.5,305,557.5,455,557.5,457.5,305,557.5,455,305,557.5,455
1010,505,336.6666667,605,486.6666667,605,505,336.6666667,605,486.6666667,336.6666667,605,486.6666667
1255,627.5,418.3333333,727.5,568.3333333,727.5,627.5,418.3333333,727.5,568.3333333,418.3333333,727.5,568.3333333
1500,750,500,850,650,850,750,500,850,650,500,850,650
1265,632.5,421.6666667,732.5,571.6666667,732.5,632.5,421.6666667,732.5,571.6666667,421.6666667,732.5,571.6666667
1030,515,343.3333333,615,493.3333333,615,515,343.3333333,615,493.3333333,343.3333333,615,493.3333333
950,475,316.6666667,575,466.6666667,575,475,316.6666667,575,466.6666667,316.6666667,575,466.6666667
870,435,290,535,440,535,435,290,535,440,290,535,440
840,420,280,520,430,520,420,280,520,430,280,520,430
810,405,270,505,420,505,405,270,505,420,270,505,420
840,420,280,520,430,520,420,280,520,430,280,520,430
870,435,290,535,440,535,435,290,535,440,290,535,440
845,422.5,281.6666667,522.5,431.6666667,522.5,422.5,281.6666667,522.5,431.6666667,281.6666667,522.5,431.6666667
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
785,392.5,261.6666667,492.5,411.6666667,492.5,392.5,261.6666667,492.5,411.6666667,261.6666667,492.5,411.6666667
750,375,250,475,400,475,375,250,475,400,250,475,400
715,357.5,238.3333333,457.5,388.3333333,457.5,357.5,238.3333333,457.5,388.3333333,238.3333333,457.5,388.3333333
680,340,226.6666667,440,376.6666667,440,340,226.6666667,440,376.6666667,226.6666667,440,376.6666667
665,332.5,221.6666667,432.5,371.6666667,432.5,332.5,221.6666667,432.5,371.6666667,221.6666667,432.5,371.6666667
650,325,216.6666667,425,366.6666667,425,325,216.6666667,425,366.6666667,216.6666667,425,366.6666667
610,305,203.3333333,405,353.3333333,405,305,203.3333333,405,353.3333333,203.3333333,405,353.3333333
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
625,312.5,208.3333333,412.5,358.3333333,412.5,312.5,208.3333333,412.5,358.3333333,208.3333333,412.5,358.3333333
680,340,226.6666667,440,376.6666667,440,340,226.6666667,440,376.6666667,226.6666667,440,376.6666667
680,340,226.6666667,440,376.6666667,440,340,226.6666667,440,376.6666667,226.6666667,440,376.6666667
680,340,226.6666667,440,376.6666667,440,340,226.6666667,440,376.6666667,226.6666667,440,376.6666667
675,337.5,225,437.5,375,437.5,337.5,225,437.5,375,225,437.5,375
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
670,335,223.3333333,435,373.3333333,435,335,223.3333333,435,373.3333333,223.3333333,435,373.3333333
695,347.5,231.6666667,447.5,381.6666667,447.5,347.5,231.6666667,447.5,381.6666667,231.6666667,447.5,381.6666667
720,360,240,460,390,460,360,240,460,390,240,460,390
725,362.5,241.6666667,462.5,391.6666667,462.5,362.5,241.6666667,462.5,391.6666667,241.6666667,462.5,391.6666667
730,365,243.3333333,465,393.3333333,465,365,243.3333333,465,393.3333333,243.3333333,465,393.3333333
760,380,253.3333333,480,403.3333333,480,380,253.3333333,480,403.3333333,253.3333333,480,403.3333333
790,395,263.3333333,495,413.3333333,495,395,263.3333333,495,413.3333333,263.3333333,495,413.3333333
765,382.5,255,482.5,405,482.5,382.5,255,482.5,405,255,482.5,405
740,370,246.6666667,470,396.6666667,470,370,246.6666667,470,396.6666667,246.6666667,470,396.6666667
715,357.5,238.3333333,457.5,388.3333333,457.5,357.5,238.3333333,457.5,388.3333333,238.3333333,457.5,388.3333333
690,345,230,445,380,445,345,230,445,380,230,445,380
745,372.5,248.3333333,472.5,398.3333333,472.5,372.5,248.3333333,472.5,398.3333333,248.3333333,472.5,398.3333333
800,400,266.6666667,500,416.6666667,500,400,266.6666667,500,416.6666667,266.6666667,500,416.6666667
810,405,270,505,420,505,405,270,505,420,270,505,420
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
820,410,273.3333333,510,423.3333333,510,410,273.3333333,510,423.3333333,273.3333333,510,423.3333333
815,407.5,271.6666667,507.5,421.6666667,507.5,407.5,271.6666667,507.5,421.6666667,271.6666667,507.5,421.6666667
810,405,270,505,420,505,405,270,505,420,270,505,420
770,385,256.6666667,485,406.6666667,485,385,256.6666667,485,406.6666667,256.6666667,485,406.6666667
730,365,243.3333333,465,393.3333333,465,365,243.3333333,465,393.3333333,243.3333333,465,393.3333333
680,340,226.6666667,440,376.6666667,440,340,226.6666667,440,376.6666667,226.6666667,440,376.6666667
630,315,210,415,360,415,315,210,415,360,210,415,360
600,300,200,400,350,400,300,200,400,350,200,400,350
570,285,190,385,340,385,285,190,385,340,190,385,340
600,300,200,400,350,400,300,200,400,350,200,400,350
630,315,210,415,360,415,315,210,415,360,210,415,360
615,307.5,205,407.5,355,407.5,307.5,205,407.5,355,205,407.5,355
600,300,200,400,350,400,300,200,400,350,200,400,350
585,292.5,195,392.5,345,392.5,292.5,195,392.5,345,195,392.5,345
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
570,285,190,385,340,385,285,190,385,340,190,385,340
575,287.5,191.6666667,387.5,341.6666667,387.5,287.5,191.6666667,387.5,341.6666667,191.6666667,387.5,341.6666667
580,290,193.3333333,390,343.3333333,390,290,193.3333333,390,343.3333333,193.3333333,390,343.3333333
575,287.5,191.6666667,387.5,341.6666667,387.5,287.5,191.6666667,387.5,341.6666667,191.6666667,387.5,341.6666667
570,285,190,385,340,385,285,190,385,340,190,385,340
2435,1217.5,811.6666667,1317.5,961.6666667,1317.5,1217.5,811.6666667,1317.5,961.6666667,811.6666667,1317.5,961.6666667
4300,2150,1433.333333,2250,1583.333333,2250,2150,1433.333333,2250,1583.333333,1433.333333,2250,1583.333333
4975,2487.5,1658.333333,2587.5,1808.333333,2587.5,2487.5,1658.333333,2587.5,1808.333333,1658.333333,2587.5,1808.333333
5650,2825,1883.333333,2925,2033.333333,2925,2825,1883.333333,2925,2033.333333,1883.333333,2925,2033.333333
4475,2237.5,1491.666667,2337.5,1641.666667,2337.5,2237.5,1491.666667,2337.5,1641.666667,1491.666667,2337.5,1641.666667
3300,1650,1100,1750,1250,1750,1650,1100,1750,1250,1100,1750,1250
2045,1022.5,681.6666667,1122.5,831.6666667,1122.5,1022.5,681.6666667,1122.5,831.6666667,681.6666667,1122.5,831.6666667
790,395,263.3333333,495,413.3333333,495,395,263.3333333,495,413.3333333,263.3333333,495,413.3333333
785,392.5,261.6666667,492.5,411.6666667,492.5,392.5,261.6666667,492.5,411.6666667,261.6666667,492.5,411.6666667
780,390,260,490,410,490,390,260,490,410,260,490,410
